Scanning 3400 files...
  FIXED: 2025-10-03_Streaming_platform_comparison_13880613.md (normalized_dashes)
  FIXED: 2025-10-12_Death_counter_for_stream_16734482.md (normalized_dashes)
  FIXED: 2025-10-22_Career_change_advice_16375409.md (normalized_dashes)
  FIXED: 2025-10-24_Business_idea_discussion_29725846.md (normalized_dashes)
  FIXED: 2025-11-05_Productized_services_list_81176679.md (normalized_dashes)
  FIXED: 2025-11-05_Top_3_project_focus_71227143.md (normalized_dashes)
  FIXED: 2025-11-07_PC_repair_business_names_24293468.md (normalized_dashes)
  FIXED: 2025-11-25_Cheapest_Claude_access_16751123.md (normalized_dashes)
  FIXED: 2025-08-08_Cost_Effective_Mac_Mini_for_LLMs_36717580.md (normalized_dashes)
  FIXED: 2025-11-18_Integrating_Open_Source_AI_Coding_Models_38442136.md (normalized_dashes)
  FIXED: 2025-11-18_Kilo_Code_vs_Cursor_Cost_and_Features_38056402.md (normalized_dashes)
  FIXED: 2025-11-18_VS_Code_Continue_Extension_Configuration_Error_64076806.md (normalized_dashes)
  FIXED: 2025-11-19_AI_Code_Editors_Kiro_Cursor_Windsurf_19269015.md (normalized_dashes)
  FIXED: 2025-11-19_AI_Coding_Tools_Comparison_Copilot_Cursor_Windsurf_58535119.md (normalized_dashes)
  FIXED: 2025-11-19_Tool_Dilemma_Choosing_the_Right_Option_33669620.md (normalized_dashes)
  FIXED: 2025-11-19_Top_AI_Coding_Tools_2025_70879826.md (normalized_dashes)
  FIXED: 2025-11-20_Windsurf_Free_vs_Pro_Features_54060686.md (normalized_dashes)
  FIXED: 2025-11-22_Optimal_GPU_Upgrade_RTX_5080_16GB_71005072.md (normalized_dashes)
  FIXED: 2025-11-24_Windsurf_vs_Copilot_Beginner_Coding_Tools_70873840.md (normalized_dashes)
  FIXED: 2025-11-25_Claude_API_vs_Subscription_Costs_63626268.md (normalized_dashes)
  FIXED: 2025-11-25_Cost_Effective_Claude_Coding_Tools_13028580.md (normalized_dashes)
  FIXED: 2025-11-25_GitHub_Copilot_vs_Cursor_Comparison_53104226.md (normalized_dashes)
  FIXED: 2025-11-26_Windsurf_Pro_vs_Claude_Code_Comparison_67558716.md (normalized_dashes)
  FIXED: 2025-12-14_Upgrade_GPU_for_Devstral_Small_2_34987009.md (normalized_dashes)
  FIXED: 2026-01-25_OpenCode_vs_Claude_Code_Comparison_33911073.md (normalized_dashes)
  FIXED: 2026-02-18_Axiom_vs_Hyperliquid_Which_is_Better_99707034.md (normalized_dashes)
  FIXED: 2026-02-18_Cryptocurrencies_Explained_ICP_NEAR_HYPE_ZEC_16052315.md (normalized_dashes)
  FIXED: 2026-03-02_Claude_Code_Extension_vs_Cursor_Advantages_80832368.md (normalized_dashes)

Done! 512 fixed, 2888 skipped, 0 errors
